mr,nl.utterance,informativeness,naturalness,phrasing,attr.count,batch,mr.id,min.length,near,reqs,reqs2,utterance.length,no.Of.Sentences,len.Ratio,coll.channel,coll.country,coll.region,col.city,col.inform,col.natur,col.phrasing,eval.inform,eval.natur,eval.phrasing,sem.coverage,norm.sem.coverage,sem.coverage.factor,coll.task.duration
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Aromi, a coffee shop serving fast food, is located in the city centre near The Bakers. Moderately priced, it is rated average by customers. No children allowed.",6,6,6,8,txt,254,74,The Bakers,Aromi,The Bakers,160,3,2.1622,prodege,GBR,N5,Sudbury,bad,bad,bad,good,good,good,0.75,5,good,180
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].",The City centre Aromi coffee shop Fastfood no The Bakers moderate average.,1,1,1,8,txt,254,74,The Bakers,Aromi,The Bakers,74,1,1,neodev,CAN,ON,Milton,average,bad,good,bad,bad,bad,0.88,5,good,60
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Aromi is a coffee shop serving fast food with average prices. It's located in the city centre, near The Bakers, is family-friendly and has average customer ratings.",6,4,4,8,txt,254,74,The Bakers,Aromi,The Bakers,164,2,2.2162,elite,GBR,T9,Heriot,average,good,good,good,good,good,0.63,4,good,660
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Aromi is a coffee shop and fast food restaurant located in the city centre near The Bakers. Customers give it an average rating, prices are moderate and it is not family friendly.",6,6,6,8,txt,254,74,The Bakers,Aromi,The Bakers,179,2,2.4189,fusioncash,USA,CA,Torrance,bad,average,average,good,good,good,0.88,5,good,480
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].",Aromi is a moderately priced coffee chop in the City Centre area providing fast food. It is near The Bakers.,4,3,3,8,txt,254,74,The Bakers,Aromi,The Bakers,108,2,1.4595,fusioncash,USA,,,bad,good,good,good,average,average,0.5,3,average,240
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Moderately priced, Aromi serves fast food in the city centre near The Bakers. This coffee shop is not family-friendly, but is rated average by customers.",5,4,5,8,txt,254,74,The Bakers,Aromi,The Bakers,153,2,2.0676,prodege,GBR,N5,Sudbury,average,average,average,good,good,good,0.75,5,good,180
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].",The City centre Aromi coffee shop Fastfood no The Bakers moderate average.,2,2,2,8,txt,254,74,The Bakers,Aromi,The Bakers,74,1,1,neodev,CAN,ON,Milton,,average,bad,bad,bad,bad,0.88,5,good,60
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Aromi is a coffee shop serving fast food with average prices. It's located in the city centre, near The Bakers, is family-friendly and has average customer ratings.",5,5,5,8,txt,254,74,The Bakers,Aromi,The Bakers,164,2,2.2162,elite,GBR,T9,Heriot,bad,average,average,good,good,good,0.63,4,good,660
"area[city centre], name[Aromi], eatType[coffee shop], food[Fastfood], familyFriendly[no], near[The Bakers], priceRange[moderate], customerRating[average].","Aromi offers fast food and coffee at moderate prices near The Bakers in the city centre, it has an overall average rating and is not family friendly.",5,6,6,8,txt,254,74,The Bakers,Aromi,The Bakers,149,1,2.0135,fusioncash,USA,CA,Torrance,average,good,good,good,good,good,0.75,5,good,480
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue in the low price range. It is located in the city Avalon and you can not stay there.,4,1,2,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,103,2,1.1977,neodev,USA,VA,Manassas,good,,,good,bad,bad,0.25,2,bad,240
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue is a coffee shop next to the Avalon. It offers 4 star facilities with a mid budget menu. There are no family facilities.,5,4,5,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,139,3,1.6163,elite,GBR,N7,Guildford,good,average,average,good,good,good,0.38,2,bad,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue in the low price range. It is located in the city Avalon and you can not stay there.,5,4,4,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,103,2,1.1977,neodev,USA,VA,Manassas,average,bad,average,good,good,good,0.25,2,bad,240
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",There is a coffee shop next toe the Avalon  called The Cambridge Blue that offers a mid budget menu and 4 star facilities. It cannot offer family facilities.,6,5,6,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,157,2,1.8256,elite,GBR,N7,Guildford,bad,bad,bad,good,good,good,0.38,2,bad,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue in the low price range. It is located in the city Avalon and you can not stay there.,3,3,3,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,103,2,1.1977,neodev,USA,VA,Manassas,bad,,good,average,average,average,0.25,2,bad,240
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",There is a mid budget 4 star coffee shop next to the Avalon called The Cambridge Blue. There are no family facilities offered.,6,6,6,8,pic,255,86,Avalon,The Cambridge Blue,Avalon,126,2,1.4651,elite,GBR,N7,Guildford,average,good,good,good,good,good,0.38,2,bad,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].","The Cambridge Blue is a coffee shop located in the city centre area near Avalon with a moderate price range. It is not family friendly, has Takeaway pizza, a moderate price range, and high customer ratings.",6,6,6,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,206,2,2.3953,prodege,USA,IL,Orland Park,good,,good,good,good,good,1,6,good,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].","The Cambridge Blue is a coffee shop near Avalon in the city centre. Customers rate it highly, although it isn't family friendly, and the price range is moderate. You can buy a Takeaway pizza.",5,4,5,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,191,3,2.2209,prodege,GBR,,,average,average,average,good,good,good,0.88,5,good,960
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue is an adult coffee shop with takeaway pizza in the city centre near Avalon with a moderate price range.,5,5,5,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,122,1,1.4186,neodev,CAN,ON,Brampton,good,good,good,good,good,good,0.75,5,good,240
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].","The Cambridge Blue is a coffee shop located in the city centre area near Avalon that is not family friendly. In the  moderate price range, it serves Takeaway pizza  and high customer ratings.",6,5,5,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,191,2,2.2209,prodege,USA,IL,Orland Park,average,,average,good,good,good,1,6,good,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",You can buy a Takeaway pizza from the coffee shop near Avalon in the centre of the city. It isn't family friendly but it is rated highly and is called The Cambridge Blue.,6,6,6,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,170,2,1.9767,prodege,GBR,,,bad,bad,bad,good,good,good,0.63,4,good,960
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].","Located in the city centre near Avalon, The Cambridge Blue is a moderately priced adult coffee shop with takeaway pizza.",5,5,5,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,120,1,1.3953,neodev,CAN,ON,Brampton,average,average,average,good,good,good,0.75,5,good,240
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].","I would suggest The Cambridge Blue as a coffee shop near the Avalon which has a moderate price range and has high customer ratings. It's situated in the city centre, but It is not family friendly. You can order Takeaway pizza though.",6,5,5,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,233,3,2.7093,prodege,USA,IL,Orland Park,bad,bad,bad,good,good,good,1,6,good,540
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue is in the city centre close to Avalon. The food is highly rated and moderately priced  at this coffee shop.  Children aren't welcome but you can buy Takeaway Pizza.,2,4,2,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,183,3,2.1279,prodege,GBR,,,good,good,good,bad,good,bad,0.88,5,good,960
"area[city centre], name[The Cambridge Blue], eatType[coffee shop], food[Takeaway pizza], familyFriendly[no], near[Avalon], priceRange[moderate], customerRating[high].",The Cambridge Blue is an adult moderately priced coffee shop in the city centre near Avalon that deliver takeaway pizza.,5,3,3,8,txt,255,86,Avalon,The Cambridge Blue,Avalon,120,1,1.3953,neodev,CAN,ON,Brampton,bad,bad,bad,good,average,average,0.75,5,good,240
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a mid-priced restaurant near the Crowne Plaza Hotel which offers take-away deliveries in an environment that is not family-friendly.,6,5,5,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,144,1,1.8,prodege,CAN,ON,Hamilton,good,average,good,good,good,good,0.38,2,bad,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","The Mill is a renovated traditional riverside pub near to Crowne Plaza Hotel in Cambridge  serving cask ales, craft beer and hearty food.",6,6,6,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,137,1,1.7125,vivatic,GBR,E3,Enfield,good,bad,bad,good,good,good,0.25,2,bad,540
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",There is a low cost Chinese takeout place located at the Crowne Plaza Hotel called The Mill.,6,4,2,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,92,1,1.15,instagc,USA,OK,Broken Arrow,average,good,average,good,good,bad,0.38,2,bad,480
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",There is a restaurant called The Mill near the Crowne Plaza Hotel which is not family-friendly. It serves take-away deliveries in a medium price range.,2,1,1,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,151,2,1.8875,prodege,CAN,ON,Hamilton,average,good,average,bad,bad,bad,0.38,2,bad,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",Pop in The Mill and have fun with our take away eastern offer. You can find us near to Crowne Plaza Hotel in Cambridge.,4,3,3,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,119,2,1.4875,vivatic,GBR,E3,Enfield,average,average,average,good,average,average,0.25,2,bad,540
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a Chinese takeout place that is located in the Crowne Plaza Hotel that offers reasonably priced take out.,3,2,1,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,117,1,1.4625,instagc,USA,OK,Broken Arrow,good,average,good,average,bad,bad,0.25,2,bad,480
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a family-unfriendly restaurant near the Crowne Plaza Hotel. It serves medium price take-away deliveries.,2,4,3,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,116,2,1.45,prodege,CAN,ON,Hamilton,bad,bad,bad,bad,good,average,0.38,2,bad,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",Take away your favourite eastern food  in The Mill Cambridge close to Crowne Plaza Hotel.,6,6,6,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,89,1,1.1125,vivatic,GBR,E3,Enfield,bad,good,good,good,good,good,0.25,2,bad,540
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Crowne Plaza Hotel has a restaurant inside called The Mill that offers cheap Chinese takeout.,6,6,6,8,pic,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,97,1,1.2125,instagc,USA,OK,Broken Arrow,bad,bad,bad,good,good,good,0.38,2,bad,480
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","The Mill restaurant is located in the city centre, near the Crowne Plaza Hotel. It's not family friendly, but it offers a takeaway service and the price range is moderate. The ratings are not really good.",6,6,6,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,204,3,2.55,prodege,CAN,,,good,good,good,good,good,good,0.88,5,good,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","There is a takeaway restaurant in the the city centre, near the Crowne Plaza Hotel called The Mill, it isn't family friendly and has a low customer rating, but the price range is moderate.",6,5,5,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,188,1,2.35,vivatic,GBR,N2,Stockport,good,bad,good,good,good,good,0.88,5,good,600
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a  moderate priced restaurant in the city centre that near Crowne Plaza Hotel and provides take-away deliveries.,4,2,3,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,124,1,1.55,elite,USA,CA,San Jose,good,good,,good,bad,average,0.63,4,good,240
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","There's a take-away restaurant in the city centre just by the Crowne Plaza Hotel named The Mill. The prices are moderate, but the ratings are low. This restaurant isn't family friendly.",6,6,6,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,185,3,2.3125,prodege,CAN,,,average,average,average,good,good,good,0.75,5,good,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","The Mill takeaway restaurant near the Crowne Plaza Hotel in the city centre has a moderate price range, but has a low customer rating and isn't family friendly.",5,4,3,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,160,1,2,vivatic,GBR,N2,Stockport,average,good,average,good,good,average,0.88,5,good,600
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a  moderate priced restaurant in the city centre that near Crowne Plaza Hotel.,2,2,2,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,90,1,1.125,elite,USA,CA,San Jose,average,bad,,bad,bad,bad,0.63,4,good,240
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","In the city centre, near the Crowne Plaza Hotel, is located a takeaway restaurant named The Mill. The prices are moderate, but the restaurant is not family friendly and the ratings are low.",6,5,5,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,189,2,2.3625,prodege,CAN,,,bad,bad,bad,good,good,good,1,6,good,360
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].","There is a takeaway restaurant called The Mill, which is situated in the city centre, near the Crowne Plaza Hotel, it has a low customer rating and isn't family friendly, but the price range is moderate.",6,6,6,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,203,1,2.5375,vivatic,GBR,N2,Stockport,bad,average,bad,good,good,good,0.88,5,good,600
"area[city centre], name[The Mill], eatType[restaurant], food[Takeaway], familyFriendly[no], near[Crowne Plaza Hotel], priceRange[moderate], customerRating[low].",The Mill is a  moderate priced restaurant in the city centre that provides take-away deliveries and  near Crowne Plaza Hotel.,6,5,5,8,txt,256,80,Crowne Plaza Hotel,The Mill,Crowne Plaza Hotel,125,1,1.5625,elite,USA,CA,San Jose,bad,average,average,good,good,good,0.63,4,good,240
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",Wildwood is a family friendly coffee shop located in the city centre near The Portland Arms.,5,4,4,8,pic,257,84,The Portland Arms,Wildwood,The Portland Arms,92,1,1.0952,inboxpounds,GBR,,,average,good,average,good,good,good,0.63,4,good,480
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",Wildwood is located in the city near The Portland Arms offering reasonably priced food and drinks.,6,6,6,8,pic,257,84,The Portland Arms,Wildwood,The Portland Arms,98,1,1.1667,inboxpounds,GBR,,,good,average,good,good,good,good,0.25,2,bad,480
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",Wildwood coffee shop near The Portland Arms is a quality coffee shop offering food and drinks.,5,5,5,8,pic,257,84,The Portland Arms,Wildwood,The Portland Arms,94,1,1.119,inboxpounds,GBR,,,bad,bad,bad,good,good,good,0.38,2,bad,480
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",Wildwood is a family friendly Italian coffee shop located in the city centre near The Portland Arms. It has a moderate price range with an average customer Rating.,6,6,5,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,163,2,1.9405,neodev,USA,NJ,Absecon,good,good,average,good,good,good,1,6,good,720
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","There is a moderately priced, family friendly, Italian coffee shop called Wildwood in the city centre near The Portland Arms with an average customer rating.",5,5,5,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,157,1,1.869,vivatic,GBR,N2,Stockport,good,bad,average,good,good,good,1,6,good,540
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","Wildwood is a coffee shop that serves Italian food. It is family friendly, has a moderate price range, and has received average reviews from customers. It is in the city centre, near The Portland Arms.",6,6,6,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,201,3,2.3929,gifthunterclub,GBR,K3,Peterborough,average,good,average,good,good,good,1,6,good,420
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",There is a restaurant near The Portland Arms called Wildwood that serves Italian food.,4,5,5,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,86,1,1.0238,neodev,USA,NJ,Absecon,bad,average,good,good,good,good,0.38,2,bad,720
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","If you're looking for a moderately priced Italian coffee shop, then try Wildwood, near The Portland Arms in the city centre, it has an average customer rating and is family friendly.",4,3,3,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,182,1,2.1667,vivatic,GBR,N2,Stockport,average,average,bad,good,average,average,1,6,good,540
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","In the city centre, near The Portland Arms is where Wildwood is located. It is an Italian food serving coffee shop that has received average reviews for its moderately priced products. It is family friendly.",6,6,6,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,207,3,2.4643,gifthunterclub,GBR,K3,Peterborough,good,average,bad,good,good,good,1,6,good,420
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].",Wildwood is an Italian coffee shop with a  moderate price range. It is located in the city centre near The Portland Arms.,3,4,4,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,121,2,1.4405,neodev,USA,NJ,Absecon,average,bad,bad,average,good,good,0.75,5,good,720
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","The Wildwood Italian coffee shop near The Portland Arms in the city centre is a moderately priced family friendly place, with an average customer rating.",3,3,3,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,153,1,1.8214,vivatic,GBR,N2,Stockport,bad,good,good,average,average,average,1,6,good,540
"customerRating[average], area[city centre], name[Wildwood], eatType[coffee shop], food[Italian], familyFriendly[yes], near[The Portland Arms], priceRange[moderate].","If you're in the city centre and looking for a coffee shop, Wildwood is for you. It is family friendly, has a moderate price range, and serves Italian food. It's located near The Portland Arms. But, it's only received average reviews.",5,4,4,8,txt,257,84,The Portland Arms,Wildwood,The Portland Arms,234,4,2.7857,gifthunterclub,GBR,K3,Peterborough,bad,bad,good,good,good,good,1,6,good,420
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].",The Golden Palace is  coffee shop providing meals in the mid price range. It is located in the city centre close to the Express by Holiday Inn.,6,4,3,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,143,2,1.5213,prodege,GBR,K1,Oldham,good,good,good,good,good,average,0.5,3,average,780
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].",The Golden Palace is a  5 star restaurant providing for the whole family in the medium price range. It is located near Express by Holiday Inn.,6,5,6,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,142,2,1.5106,stuffpoint,GBR,N1,Tamworth,average,average,average,good,good,good,0.25,2,bad,360
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","There is a coffee shop, suitable for families, near the Express by Holiday Inn called The Golden Palace.",4,4,4,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,104,1,1.1064,prodege,GBR,K1,Oldham,average,average,average,good,good,good,0.38,2,bad,780
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","There is a medium priced, 5 star, family friendly restaurant called The Golden Palace which is located near the Express by Holiday Inn.",6,6,6,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,135,1,1.4362,stuffpoint,GBR,N1,Tamworth,good,good,good,good,good,good,0.38,2,bad,360
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","The Golden Palace coffee shop, located near the Express by Holiday Inn, has food in the mid price range.",4,4,4,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,104,1,1.1064,prodege,GBR,K1,Oldham,bad,bad,bad,good,good,good,0.38,2,bad,780
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","The Golden Palace is a medium-priced, 5 star restaurant near the Express by Holiday Inn that is for the whole family.",6,5,5,8,pic,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,117,1,1.2447,stuffpoint,GBR,N1,Tamworth,bad,bad,bad,good,good,good,0.25,2,bad,360
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].",The Golden Palace is a highly customer rated Indian coffee shop. It is located in the city centre near the Express by Holiday Inn. It has a moderate price range and is family friendly.,6,6,6,8,txt,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,184,3,1.9574,prodege,GBR,Z4,Bangor,bad,bad,bad,good,good,good,1,6,good,240
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","The Golden Palace is a moderately-priced family Friendly coffee shop serving Indian food, located in the city centre. It has a high customer Rating and is near the Express by Holiday Inn.",6,6,6,8,txt,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,187,2,1.9894,prodege,CAN,ON,London,average,,good,good,good,good,1,6,good,1260
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].",The Golden Palace is a coffee shop serving Indian food with a moderate price tag in the city centre near Express by Holiday Inn with a high customer rating and is family friendly.,6,5,5,8,txt,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,179,1,1.9043,inboxpounds,GBR,G5,Tunbridge Wells,good,good,good,good,good,good,1,6,good,720
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].",The Golden Palace is a coffee shop serving Indian food in the city centre. It is near the Express by Holiday Inn. It is family friendly with a high customer rating and moderate price range.,6,6,6,8,txt,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,189,3,2.0106,prodege,GBR,Z4,Bangor,average,average,average,good,good,good,1,6,good,240
"customerRating[high], area[city centre], name[The Golden Palace], eatType[coffee shop], food[Indian], familyFriendly[yes], near[Express by Holiday Inn], priceRange[moderate].","Customers have given The Golden Palace, a family Friendly coffee shop, a high Rating. It serves Indian food and the price Range is moderate. You can find it near the Express by Holiday Inn, in the centre of the city.",5,4,4,8,txt,258,94,Express by Holiday Inn,The Golden Palace,Express by Holiday Inn,216,3,2.2979,prodege,CAN,ON,London,good,average,bad,good,good,good,0.88,5,good,1260
